avg_rank,school,conf,avg_pts
58,Rutgers,Big Ten,1.8768378799097023
59,Air Force,MWC,1.786259208405277
60,Arizona,Pac-12,1.5942929212321475
61,Boise St.,MWC,1.2453980890518705
62,Purdue,Big Ten,1.0645856354511094
63,Oklahoma St.,Big 12,0.8603706923189615
64,S. Alabama,Sun Belt,0.6673117292511489
65,Nebraska,Big Ten,0.5591154440285119
66,Marshall,Sun Belt,0.18534766589222088
67,Toledo,MAC,0.11261211166039657
68,Coastal Carolina,Sun Belt,-0.12851404206781103
69,UTSA,AAC,-0.2238016875698392
70,App State,Sun Belt,-0.3796060388300098
71,JMU,Sun Belt,-1.7054788972205157
72,Liberty,C-USA,-1.7440508326498365
73,Colorado,Pac-12,-2.2535062311197733
74,Houston,Big 12,-2.341194040031669
75,Georgia Tech,ACC,-2.5503192839653295
76,Indiana,Big Ten,-2.6994423809804413
77,Troy,Sun Belt,-2.844716431292064
78,Georgia St.,Sun Belt,-3.2151471135702803
79,Western Kentucky,C-USA,-3.6510126496196373
80,Louisiana,Sun Belt,-3.819642872557285
81,Virginia Tech,ACC,-4.167890815310894
82,Army,Independent,-4.306183823254119
83,Ohio,MAC,-4.582860374399023
84,Boston College,ACC,-4.903334850641649
85,Wyoming,MWC,-5.7956921281198
86,Northwestern,Big Ten,-5.824352261391545
87,Ga. Southern,Sun Belt,-5.883346558877303
88,San Jose St.,MWC,-6.183538122318617
89,Vanderbilt,SEC,-7.106460141435947
90,Arizona St.,Pac-12,-7.549673375023059
91,San Diego St.,MWC,-7.56398392128791
92,Miami-OH,MAC,-7.8286188483278
93,FAU,AAC,-7.835235738887125
94,Texas St.,Sun Belt,-8.37186107980585
95,Virginia,ACC,-8.866688882748507
96,Navy,AAC,-9.25846149248711
97,Utah St.,MWC,-9.714067081981907
98,Rice,AAC,-9.864446571873918
99,East Carolina,AAC,-9.992555534128618
100,Stanford,Pac-12,-10.204703789192132
101,UAB,AAC,-10.543646470560203
102,USF,AAC,-11.381963088328943
103,North Texas,AAC,-11.732738878908
104,UNLV,MWC,-11.744976534608815
105,Temple,AAC,-11.797992409758608
106,Middle Tennessee,C-USA,-11.982222363572589
107,Tulsa,AAC,-12.354839410856021
108,Jacksonville St.,C-USA,-12.380117207948345
109,ODU,Sun Belt,-12.42771665841608
110,Buffalo,MAC,-12.548220207844452
111,Northern Illinois,MAC,-12.90191728905512
112,Central Michigan,MAC,-13.139959370717515
113,La. Tech,C-USA,-13.319439504933044
114,Ball St.,MAC,-13.422831553250584
115,Sam Houston,C-USA,-13.525783560538896
116,Eastern Michigan,MAC,-13.645703555222473
117,Southern Miss,Sun Belt,-13.658240173717333
118,Bowling Green,MAC,-14.227675076058865
119,New Mexico St.,C-USA,-14.296976943928106
120,Colorado St.,MWC,-14.317189728469607
121,UTEP,C-USA,-15.781879068391575
122,UConn,Independent,-16.014344440452614
123,Western Michigan,MAC,-16.135067701119862
124,UL-Monroe,Sun Belt,-16.771964381830838
125,FIU,C-USA,-17.361784539691453
126,Nevada,MWC,-17.51049612543397
127,Hawaii,MWC,-17.72763164889582
128,Kent St.,MAC,-18.01062630971176
129,Akron,MAC,-18.068133136752497
130,Charlotte,AAC,-18.51557118369517
131,UMass,Independent,-19.57396370154058
132,Arkansas St.,Sun Belt,-19.575101014503645
133,New Mexico,MWC,-21.215722470491873
