avg_rank,school,conf,avg_pts
69,Nebraska,Big Ten,-1.1306632655055753
70,Georgia Tech,ACC,-1.2593070757650278
71,JMU,Sun Belt,-1.7989562686429696
72,App State,Sun Belt,-1.901151434071769
73,Colorado,Pac-12,-2.184221795434529
74,Virginia Tech,ACC,-2.608333060827522
75,Indiana,Big Ten,-2.757485886868871
76,Coastal Carolina,Sun Belt,-2.7913055779381684
77,Troy,Sun Belt,-3.2333436158808198
78,S. Alabama,Sun Belt,-3.7203386183039377
79,Northwestern,Big Ten,-4.096813629663655
80,Ga. Southern,Sun Belt,-4.309694870042274
81,Arizona St.,Pac-12,-4.656409193741653
82,FAU,AAC,-4.870419951129408
83,Liberty,C-USA,-5.182027027415376
84,Georgia St.,Sun Belt,-5.197645103919176
85,Army,Independent,-5.617319375747885
86,Ohio,MAC,-5.731215389147835
87,Vanderbilt,SEC,-5.967049653825849
88,San Jose St.,MWC,-6.608899547185701
89,Wyoming,MWC,-6.805705943635844
90,Virginia,ACC,-6.915493760192898
91,Boston College,ACC,-7.094512413873768
92,Louisiana,Sun Belt,-7.3426422706539425
93,UAB,AAC,-7.43927682440036
94,Utah St.,MWC,-8.249610511247305
95,East Carolina,AAC,-8.698789127857331
96,San Diego St.,MWC,-8.792189306564028
97,Stanford,Pac-12,-8.815400564973585
98,Texas St.,Sun Belt,-9.329929770027226
99,Tulsa,AAC,-9.849696358239244
100,Buffalo,MAC,-10.579959639864475
101,Rice,AAC,-10.738596280255168
102,Miami-OH,MAC,-11.073468439031219
103,Navy,AAC,-11.082178876446172
104,Northern Illinois,MAC,-11.307290115878304
105,Middle Tennessee,C-USA,-11.861694870624348
106,USF,AAC,-12.184764929663835
107,Jacksonville St.,C-USA,-12.533681992809784
108,Temple,AAC,-12.599714940219052
109,North Texas,AAC,-12.863647553792548
110,Southern Miss,Sun Belt,-13.271206236757608
111,UNLV,MWC,-13.28574760746701
112,La. Tech,C-USA,-13.353126274101024
113,Central Michigan,MAC,-13.379807321346755
114,Eastern Michigan,MAC,-13.779627182432272
115,Sam Houston,C-USA,-13.905354374661561
116,ODU,Sun Belt,-14.120720135266135
117,UTEP,C-USA,-14.543944501888156
118,Bowling Green,MAC,-14.952670432059131
119,Ball St.,MAC,-15.114726979144613
120,UL-Monroe,Sun Belt,-15.222456416935296
121,UConn,Independent,-15.510960127463731
122,Hawaii,MWC,-15.860137936950407
123,Western Michigan,MAC,-15.892255555844457
124,New Mexico St.,C-USA,-15.956656601632616
125,Colorado St.,MWC,-16.391800490528002
126,Charlotte,AAC,-16.744514013578897
127,Akron,MAC,-16.804209962884062
128,Kent St.,MAC,-19.22190393433127
129,FIU,C-USA,-19.23887574700081
130,Nevada,MWC,-20.223410807417068
131,New Mexico,MWC,-20.268840273975982
132,Arkansas St.,Sun Belt,-20.979441979897885
133,UMass,Independent,-21.741014877276186
