avg_rank,school,conf,avg_pts
82,Houston,Big 12,-4.602644985370304
83,Wyoming,MWC,-4.6535502925914605
84,Boston College,ACC,-4.729030362908859
85,Michigan St.,Big Ten,-5.474817622479867
86,Wake Forest,ACC,-5.58760357719812
87,Baylor,Big 12,-6.119465324576604
88,Ga. Southern,Sun Belt,-6.122889331294693
89,Indiana,Big Ten,-6.17274140252969
90,Arizona St.,Pac-12,-6.20562039871503
91,Texas St.,Sun Belt,-6.230827387911438
92,Louisiana,Sun Belt,-6.3887134551198095
93,Northern Illinois,MAC,-6.626222779687216
94,Rice,AAC,-6.996646120973701
95,Bowling Green,MAC,-7.156150000280116
96,Marshall,Sun Belt,-7.610801003983427
97,Arkansas St.,Sun Belt,-7.634968977836765
98,Army,Independent,-8.225252192587224
99,Middle Tennessee,C-USA,-8.326717572855053
100,Utah St.,MWC,-8.828698654714819
101,Georgia St.,Sun Belt,-9.042224303603353
102,FAU,AAC,-9.100011836811507
103,North Texas,AAC,-9.23424989983631
104,Stanford,Pac-12,-9.479287926336093
105,ODU,Sun Belt,-9.575405767860499
106,Colorado St.,MWC,-9.810089310102844
107,East Carolina,AAC,-10.999354698534711
108,Vanderbilt,SEC,-11.218891670325949
109,Navy,AAC,-11.574822056661883
110,Buffalo,MAC,-12.021556050814134
111,USF,AAC,-12.759049965456116
112,San Diego St.,MWC,-12.819783213007408
113,UAB,AAC,-12.830328241505796
114,Western Michigan,MAC,-12.910698833650972
115,Sam Houston,C-USA,-12.948431132342368
116,Southern Miss,Sun Belt,-13.58677002451065
117,Ball St.,MAC,-13.876371419883426
118,UTEP,C-USA,-13.968331951405375
119,La. Tech,C-USA,-14.289707030383589
120,Central Michigan,MAC,-14.451221829927231
121,Tulsa,AAC,-15.479140176930178
122,New Mexico,MWC,-15.519077714695264
123,Eastern Michigan,MAC,-16.048352417542485
124,UMass,Independent,-16.645467537664977
125,Charlotte,AAC,-17.049555207499452
126,Hawaii,MWC,-17.295161118050792
127,UConn,Independent,-17.414511506075925
128,UL-Monroe,Sun Belt,-18.746057813718902
129,FIU,C-USA,-19.038633152917445
130,Nevada,MWC,-19.305266068945674
131,Temple,AAC,-19.564973363893248
132,Akron,MAC,-19.964438390648866
133,Kent St.,MAC,-27.418326592935607
