avg_rank,school,conf,avg_pts
52,Boise St.,MWC,3.600781303146625
53,SMU,AAC,3.3685528206065203
54,Memphis,AAC,3.179218411440598
55,Houston,Big 12,3.0162222806332797
56,Purdue,Big Ten,2.731647049886924
57,Wash. St.,Pac-12,2.6757786225734908
58,Nebraska,Big Ten,2.1870395305036996
59,Kansas,Big 12,2.1081924564662358
60,BYU,Big 12,2.051228285579437
61,West Virginia,Big 12,1.86512846653956
62,Cal,Pac-12,0.5826307657752554
63,Fresno St.,MWC,-0.3911863680832011
64,Arizona,Pac-12,-0.40647750784172326
65,S. Alabama,Sun Belt,-0.7102068298328851
66,JMU,Sun Belt,-0.7710670970069705
67,Troy,Sun Belt,-0.8289015425626353
68,Marshall,Sun Belt,-1.0618715773496274
69,Western Kentucky,C-USA,-1.1264547023418119
70,Air Force,MWC,-1.6052151389809957
71,Toledo,MAC,-1.666191662821329
72,App State,Sun Belt,-1.9663036391435889
73,Arizona St.,Pac-12,-2.3267587386755912
74,Virginia Tech,ACC,-2.881932195445542
75,Coastal Carolina,Sun Belt,-2.941949055633213
76,Georgia Tech,ACC,-3.441639781424938
77,FAU,AAC,-3.5533734197655544
78,Indiana,Big Ten,-3.6847924143567266
79,Virginia,ACC,-4.362643238347794
80,Boston College,ACC,-4.698218347576063
81,Ohio,MAC,-5.266075396690766
82,Louisiana,Sun Belt,-5.28391523733065
83,Northwestern,Big Ten,-5.32808815479738
84,San Diego St.,MWC,-5.4724355396257955
85,East Carolina,AAC,-5.568049562840501
86,Rutgers,Big Ten,-5.623296091684193
87,Vanderbilt,SEC,-5.940628477587723
88,San Jose St.,MWC,-6.199686103620721
89,Army,Independent,-6.306328947221735
90,Liberty,C-USA,-6.5589322183362
91,Georgia St.,Sun Belt,-6.689348039615102
92,North Texas,AAC,-6.797043184151765
93,Ga. Southern,Sun Belt,-7.563759978366035
94,Tulsa,AAC,-7.723834644855089
95,Wyoming,MWC,-7.754356256587644
96,Stanford,Pac-12,-7.877340424061205
97,UAB,AAC,-7.894842851492707
98,Buffalo,MAC,-8.254762436275918
99,Navy,AAC,-8.648646014932337
100,Miami-OH,MAC,-9.018185578022191
101,Temple,AAC,-9.463102756782988
102,Colorado,Pac-12,-9.792869653474256
103,Southern Miss,Sun Belt,-10.230210477368367
104,Middle Tennessee,C-USA,-10.7862839176357
105,Eastern Michigan,MAC,-11.097739234387207
106,Central Michigan,MAC,-11.247763522070208
107,USF,AAC,-11.44350138295806
108,Ball St.,MAC,-11.932210172745792
109,Northern Illinois,MAC,-11.958879433122661
110,Utah St.,MWC,-12.14112395753221
111,UNLV,MWC,-12.24396718453661
112,UTEP,C-USA,-13.122105632846383
113,Western Michigan,MAC,-13.22319430722559
114,Arkansas St.,Sun Belt,-13.267597363392674
115,Rice,AAC,-13.355330331105536
116,Colorado St.,MWC,-13.411741754836513
117,La. Tech,C-USA,-13.487800797768557
118,Nevada,MWC,-13.59261491186775
119,UConn,Independent,-14.34555314448145
120,Kent St.,MAC,-14.931254479416308
121,Hawaii,MWC,-15.270980847650215
122,ODU,Sun Belt,-15.47789492699412
123,Texas St.,Sun Belt,-15.616806106134009
124,Jacksonville St.,C-USA,-15.805626232288521
125,Sam Houston,C-USA,-16.502637205171027
126,New Mexico St.,C-USA,-16.525900353056887
127,Bowling Green,MAC,-16.875793211544224
128,UL-Monroe,Sun Belt,-16.899155181328947
129,Akron,MAC,-16.91204775202474
130,Charlotte,AAC,-17.555581703584647
131,FIU,C-USA,-20.320943240388093
132,New Mexico,MWC,-20.715676748043453
133,UMass,Independent,-21.219710477885535
